0.956788003,なるほどリュウジさんの言う豚汁とは味噌汁ではなく味噌煮込みという感じなわけだ
0.954603553,このレシピが本当に美味いから何回もリピしてますお肉は豚ひき肉で作るのも好きです子供が食べやすいいつも美味しいレシピと飲酒がすすむ動画ありがとうございます
0.954494715,長ネギガチで重要ですうちはお肉は咀嚼力の弱い息子も食べやすいようしゃぶしゃぶ用のロース肉で0にしたりこんにゃく入れるのをやめて豆腐にしたりします長ネギと調味料の分量を守ると本当に美味しい豚汁が出来ます明日の朝も作ります一生ウチの豚汁レシピはこれかもしれないです
0.953784227,めちゃくちゃ美味しく出来ました肉野菜炒める事での旨味煮込む事で旨味が凝縮されにんにく生姜を後入れする事で風味最後リュウジお兄さんの動画見始めめてから料理が楽しいです
0.952886999,久しぶりに作りました池森システムが導入される前のレシピなんで白だしを少し減らして鰹節と味の素を追加してみました
0.952208698,このレシピで忠実に作ってもらった不味かった何時もの味噌と和風だしだけの豚汁の方がズーッとうまかった味醂入れて美味しい訳がない
0.951833904,私の家は蓮根白滝椎茸里芋焼き豆腐も入りますˊᴗˋ豚汁ほんとに美味しいですよね
0.951805055,インドカレーの調理法と似てる部分が多く美味しい汁物の作り方はやっぱりこんな感じなんだなと再確認できました至高の豚汁本当に美味しそうですレシピのシェアありがとうございます
0.951794147,久しぶりにまた真似して豚汁作りましたまぢで美味しいˆˆ
0.951655149,調味料と薬味の順番や炒める順番をもっと適切な所に変えたらもっと美味しくできそうな気がしますお彼岸の時などスーパーに並ぶ白だしの根菜の煮物と豚肉ねぎなど基本材料で作れば時短で近いものが作れそうな
0.951587737,ハイボール以外はきちんと揃えて作りました美味しかったです主人には具が多いと言われましたが豚汁はずっとこれでいきます←
0.951501489,このレシピのお陰で豚肉入り味噌汁から卒業出来ました流石至高ですね美味しいし娘に伝授します
0.951082826,うちも同じく生姜とにんにくメッチャ入れますカレーも豚汁も刺激あって美味しいですよね̇̊ʚ꒳ɞ̊̇
0.950703561,これは味噌汁とは完全に作り方が違う脂を活かした豚スープじゃんねラーメンとかそっちに近い豚汁の概念が変わる一品
0.950518906,里芋必須です里芋食べるために豚汁作る感じです私は仕上げにごま油黒コショウ入れたりします
0.95027703,初めて豚汁を作りましたが肉入り味噌汁じゃない本物の豚汁こんなに美味しいのかと感動でしたありがとうございます
0.950257123,料理動画としても良いけど何よりリュウジさんのキャラが面白過ぎて観てしまう豚汁後で作ってみよう
0.949961424,めちゃくちゃ美味しいもっと早く見ときゃ良かったー祝豚肉の入った味噌汁卒業全然違う
0.949392736,美味しかったですニンニクと生姜が効いて味噌ラーメンのスープみたいで食欲がそそりますお酒飲みながらの料理もハマってしまいました笑笑
0.949227989,すぐ作りました最上級の豚汁豚汁は肉の入った味噌汁じゃないという言葉納得です同じ材料でも作り方によってこんなに美味しくなるんですね冬は毎日でも作りたくなる長年料理してるばぁばでも感動の味わいでした
0.948893964,ゴボウを最初に炒めるのが本当にコツなんでしょうねゴボウの旨みが効いてそう勿論他の具材も観てるだけでも美味しい気分ですありがとございます
0.948759437,うちも豚汁は具沢山です厚揚げや油揚げ入れるのが定番あと長芋いれるのもホクホクして美味です焼おにぎりいれるとお酒のシメに最高ですよー
0.948750973,作りましたにんにくと生姜プラスで俄然美味しくなった汁物だけど酒の肴にもなるかんじの味でした笑0日連続リュウジさんメニューです
0.948565841,巨神兵の徳利めっちゃ可愛いですねそして豚汁美味しそうすぎますいつも簡単味噌汁だったので次は豚汁に決まりです
0.948272586,これを二日間美味しく戴き少し残ったらジャワカレールーを一かけら入れてうどんを煮込むと最後の至福感
0.948133707,リュウジさん始めまして◎ニンニク生姜入りで香りを楽しむ豚汁宮城県民ソウルフード豚汁はカレーの様に十人十色ですね
0.947935224,お兄さんに大賛成です私は根菜類の皮はほとんど剥かないですし灰汁も茶色くなければスルーします灰汁は兄さんが言ってる理由で皮と身の間に一番栄養が入ってるから手間も省けて一石二鳥です九州出身ですが豚汁にゆずこしょういれても美味しいですよ
0.947862148,美味かったです白米のお供として食べるなら味噌は分量より大さじ0弱足しても良いと思いました
0.947413564,ネギの切り方茹で加減が最高ですねアメリカ人捕虜が木の根を食わせたと言ったゴボウがいかに美味しいか思い知る料理
0.947349608,0絵的には殆どモツ鍋至高の豚汁これだけで充分メインになる料理で本当に美味しかったです
0.947234035,ハイボールに胡麻油と牛蒡の香り最高てすね豚バラの脂身をレモンハイボールの酸味でリセットして無限豚汁食べたいです
0.947077155,やって来ました今年も豚汁の季節この至高の豚汁に出会ってから0度目の冬ゴボウを買ってきただけでおっリュウジの豚汁やったー今年もたくさん食べれるかなーと家族にめちゃ期待されました久しぶりに作ったけどやっぱり美味しいホントに美味しい
0.947071135,具だくさんで素材の旨味が詰まっててとても美味しそうな豚汁ですね今まで自分が適当に作ってたのは豚入りの味噌汁でした
0.946987927,ばーちゃん作り置きの豚入り味噌汁玉ねぎ人参豚豆腐をこれを参考にリフォームしてみたら見事豚汁になりました劇的ビフォーアフターすぎる
0.946869791,最っ高ですこの先の豚汁はもうリュウジさんの豚汁ッ豚入りの味噌汁ではなく豚汁この豚汁何もかも覚醒させて頂きました本気の豚汁を本気で作ってます
0.946576357,これは旨そう味噌汁としての家庭の豚汁とは全くの別物ですよね胡麻油とにんにくが香る豚汁はめちゃくちゃ飯が進みますよね
0.94644022,美味しそうですねそれにしても飲みながら良く作るな笑好みの問題ですが私はキムチと厚揚げを入れますね豚汁は最強ですわ
0.946312726,初めて拝見させて頂きました豚汁はもちろんお酒も美味しそう笑話も面白くて最後まで楽しかったです
0.946068585,豚汁大好きです何故にこの時期に東北の芋煮思い出しました至高シリーズだけあって最高の作り方ですねにも絶対合う
0.945998013,さっき作りましたニンニク入れるとまじで味噌ラーメンみたいな美味しい味噌味になった
0.94567585,リュウジさんのレシピ通りに豚汁を調理して美味かったそのあと冷蔵庫に一晩寝かしたら味がまろやかになってうま味が増してさらにパワーアップして0日目に最高傑作になりました
0.945594072,美味かったんですが白だし入れると少し上品になり私にはベストではなかった子供はベストな味って言ってました出汁はイリコやカツオの魚介系の方が好きかも
0.945399046,体調を崩し気味でたくさん具材が入ったこの栄養満点の豚汁作ったら美味すぎて気持ちが晴れた元気になったら酒のみながら作って飲みます
0.945346177,久しぶりに豚汁見ました豚汁に白菜入れると美味いっすよ
0.945240736,何回か作って思うのはニンニクと生姜入れるだけでこんなに味の輪郭変わるのかってこと粗暴な豚肉の味があってこそスパイシーな薬味が立ってると思うけど豚汁と言いつつほぼ味噌煮の料理にはニンニクと生姜がこんなに合うのね
0.945071936,今まで食べてきた豚汁のワンランクもツーランクも上を行く豚汁で美味しすぎましたもっと寒くなってきたら週0で作りたい
0.944994152,もぅマジ最高な豚汁が出来ました家族みんなが大絶賛リュウジさんの料理は簡単で安くて誰でも真似しやすいしかも短時間なのがいいアンドめっちゃ面白い笑これからも応援してます∇体調崩さないように気をつけて下さいね
0.944993258,レシピに追加で白菜0入れて作った美味しかった味噌汁に白だし入れるって新鮮だったけど旨味も塩気もしっかりプラスされて納得
0.94497174,豚汁けんちん汁は牛蒡は欠かせない野菜ニンニク入れるんだ私も作って見ようリュウジさんはお料理凄いね立派です私も作って見よう美味しそう
0.944925189,うまそう胡麻油でゴボウを炒めたりニンニクを投入するのは知らなかったですその豚汁を食べたい
0.944921196,祭の豚汁がうまいのは味噌と一緒に長い時間煮込んでるからなのか
0.944608688,りゅうじさんの料理は色試してきましたがお酒に合わせる為か全体的に塩分多めで辛いので濃いめの味付けだと聞くとちょっと作るのに勇気がいりますね
0.944585085,関西なので少し白味噌を入れてみましたまろやかで白だしと生姜が効いてて何とも美味しい豚汁高齢の歯の悪い両親に具は細かく切って噛みやすくしましたが美味しいと食べてくれました
0.944518209,﻿この料理動画の中で致命的なミスが発見されましたウォーズマンは悪魔超人ではありません悪魔超人はバッファローマンです今後は料理研究家としてキン肉マンを熟読し勉強しなおす所存でございますこの度は大変申し訳ありませんでした
0.944478989,豚汁と生酛づくりの日本酒で熱燗やってる時が日本人で良かったと思えます
0.944389045,マジ旨かった色作ったけど本当に格別美味しかった個人的にはにんにくは少なめ生姜ちょいマシが好みかもです最初で炒めたゴボウの風味がいい仕事してくれます豚汁断凸レシピ間違いありませんps今回奮発してはじめて買ったミツカンプロが使う味白だし鶏肉と昆布の風味がきいてオススメです
0.944301605,本当に美味しかったです生姜とニンニクたっぷり入れると美味しかったですミョウガを加えて頂きました
0.944267809,乾杯のリュウジお兄さんカッコいい味噌の香りを嗅ぎながら飲む時とのギャップ笑笑
0.944251001,日曜日の夕方からビール呑みながらこの動画観ながら至高の豚汁作りました衝撃的な美味さごま油と最後のニンニク生姜がいい酒呑みが好きな味ですね最高です
0.944181144,この豚汁本当に美味しい最後に加えるニンニクとしょうがが良い仕事してるリュウジさんは天才だ
0.944135487,炒めるのが重要なのか確かにうちのは肉入り味噌汁だった
0.943975449,先日美味しく豚汁出来ました感謝夜中に蕁麻疹出たので調べたらこんにゃくだった今夜も作る妻がなんと灰色ではない白こんにゃく買ってくれたもしかしたらワンチャンいけるかも甲殻類アレルギーにもなったし歳とると面倒だこのレシピは本当に美味しいモツ煮にも通じる
0.94381988,いつも作る豚汁は味噌汁でした食べ盛りの息子から絶賛されました本当に美味しかったです我が家の殿堂入りレシピになりました
0.943693399,汁物いらない派の旦那がこれだけはいつもおかわりする美味しくて私も大好き感謝死ぬまで豚汁はこれでいく思うし将来娘にもドヤ顔で作り方教える予定
0.943674803,レシピで肉を手でちぎるって初めて見ました平野レミさんを超えるかもしれない自由さとても楽しそうに豚汁と自分を調理してて観ている方も楽しみながらレシピが知れて楽しいです
0.943604767,至高のレシピ本買って豚汁作り地区の役員会の新年会で振る舞ったらみんな美味しいと言ってくれました味見していると最初はごま油の香り強いかなとところが煮ていくととんでもなく美味しくなりますご馳走様でした
0.943565071,至高の豚汁忠実に真似して作りましたもちろんお酒飲みながら笑これは間違いなく至高です次回からもこのレシピで決定
0.943501711,俺らは九州なので麦味噌一択豚肉に麦が合うんだ最後にに追い砂糖をして味見しながら味噌を追加すればバッチリだよしばらく置いて味をしましてぐつぐつ沸騰させてお椀にもる豚汁は煮えててなんぼだよ熱くて食えないぐらいでいい感じ醍醐味かな
0.943460643,私のズボラさから肉入り味噌汁になっていました❢やはり手間かけなくてはですね❢頑張って調理してみますぐれちゃん
0.943356037,豚汁はこれに里芋と厚揚げ入れた材料が好きです材料の所に何人前何杯分か記載して頂けると嬉しいです
0.943345726,ウォーズマンそこ味噌の味をつけるために先入れするが半分後から入れた方が料理研究家っぽさ増します肉を千切るのは不衛生ですね灰汁取らないはアリみたいですね
0.943331361,巨神兵しか入ってこなくなった豚汁美味しそう
0.943312943,ちゃんと菜箸で炒めていたのが意外でしたトングとか使うイメージ有りました家は里芋も入れるよ美味しい
0.943099618,豚味噌汁じゃなくて豚汁になりましたそれもとびっきりの本当美味かったお見事
0.943079114,灰汁取りは面倒だったのでリュウジさんのレシピ参考になりました灰汁旨味もある勉強になります
0.943036437,具沢山でむちゃうまでした冬に食べる豚汁は余計美味しい
0.942981362,このレシピで作ってみたら新潟の某有名店の味噌ラーメンとそっくりな味になりました
0.942974567,作った美味しい想像しやすいのは味噌味ラーメンのスープみたいな感じ味がしっかりついてて飲み干したくなる感じのやつ冬場は生姜を少し増やすとポッカポカになるんじゃないかな豚汁大好きマジうま
0.942839146,私も大さじ使いません適当に作って上手くできた時はこの味を食べれるのは最後だと思って食べてます
0.942798376,酒飲みが醍醐味なので乾杯は是非やって欲しいんですけど大体いつも動画を観ながら料理をするので早く次の工程が観たい時はリュウジさんの仕込み部分は飛ばしますねごめんなさい
0.942661643,はい最強の汁物のレシピ頂きましたーありがとうございまーすゴボウは必須なのは本当ですねーゴボウ入れないと豚味噌汁なんですよね香りと旨味が段違いです
0.942646742,これと白米と親父特製の漬物で幸せになれたこの豚汁すごい美味しかったです
